timestamp,instance,algorithm,best_objective,best_distance,time_violation,capacity_violation,vehicle_violation,routes,runtime_ms,solutions_evaluated,generated_relocate,generated_swap,generated_noop,penalty_weight,enforce_time_windows,max_vehicles,parameters
2026-04-28 05:31:34,data111.vrp,SA,1317.51978661804,1317.51978661804,0.0,0.0,0.0,16,75,30001,30000,0,0,1000.0,True,2147483647,iterations=30000; seed=66571993101; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 05:31:35,data111.vrp,SA,1136.011332772748,1136.011332772748,0.0,0.0,0.0,14,199,100001,100000,0,0,1000.0,True,2147483647,iterations=100000; seed=66571993101; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 05:56:02,data111.vrp,SA,1532.4733748484705,1532.4733748484705,9294.186471280042,0.0,0.0,8,48,10001,10000,0,0,1000.0,False,2147483647,iterations=10000; seed=66571993102; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 05:56:03,data111.vrp,SA,1239.1684691489463,1239.1684691489463,7794.3340422476285,0.0,0.0,8,82,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993102; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 05:56:03,data111.vrp,SA,1192.8393338981243,1192.8393338981243,7514.426491788331,0.0,0.0,8,162,100001,100000,0,0,1000.0,False,2147483647,iterations=100000; seed=66571993102; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-23 12:37:04,data101.vrp,SA,1739.7463882216812,1739.7463882216812,19345.36801686132,0.0,0.0,8,61,30001,0,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9995; interNeighborhoodType=relocate; intraNeighborhoodType=2opt; vehicleLimit=2147483647
2026-04-28 06:16:35,data111.vrp,SA,1717.9631223861682,1717.9631223861682,0.0,0.0,0.0,17,57,10001,10000,0,0,1000.0,True,2147483647,iterations=10000; seed=66571993102; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 06:16:35,data111.vrp,SA,1275.8060871975945,1275.8060871975945,0.0,0.0,0.0,15,80,30001,30000,0,0,1000.0,True,2147483647,iterations=30000; seed=66571993102; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 06:16:36,data111.vrp,SA,1228.399595303753,1228.399595303753,0.0,0.0,0.0,15,191,100001,100000,0,0,1000.0,True,2147483647,iterations=100000; seed=66571993102; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 06:40:36,data111.vrp,SA,1577.635748500078,1577.635748500078,10451.744143010465,0.0,0.0,8,54,10001,10000,0,0,1000.0,False,2147483647,iterations=10000; seed=66571993158; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 06:40:36,data111.vrp,SA,1160.4310775893912,1160.4310775893912,7991.100340476644,0.0,0.0,8,87,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993158; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 06:40:37,data111.vrp,SA,1062.5005857144215,1062.5005857144215,7982.609436573217,0.0,0.0,8,181,100001,100000,0,0,1000.0,False,2147483647,iterations=100000; seed=66571993158; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-23 12:43:33,data101.vrp,SA,1104.8915489489427,1104.8915489489427,14556.075136418396,0.0,0.0,8,87,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993099; initialTemp=1000.0; coolingRate=0.9995; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-23 12:43:34,data101.vrp,SA,938.9377983786368,938.9377983786368,12253.687914135138,0.0,0.0,8,88,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
